Case Nr,Case Record Type,Subject,Age in Days,Case Origin,Potential Liability,Case Reason,Status,First Contact Resolution,Priority,CSAT
CN-0000933,CSAT,CN-0000933 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0000934,CSAT,CN-0000934 - Equipment Complexity - Phone,45,Phone,FALSE,Equipment Complexity,Working,FALSE,High,2400
CN-0000935,CSAT,CN-0000935 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000936,CSAT,CN-0000936 - Installation - Chat,45,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000937,CSAT,CN-0000937 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000938,CSAT,CN-0000938 - Installation - Chat,60,Chat,FALSE,Installation,Working,FALSE,High,2700
CN-0000939,CSAT,CN-0000939 - Installation - Phone,36,Phone,FALSE,Installation,Closed,FALSE,Low,1200
CN-0000940,CSAT,CN-0000940 - Equipment Complexity - Phone,24,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-2250
CN-0000941,CSAT,CN-0000941 - Installation - Chat,27,Chat,TRUE,Installation,Working,TRUE,Medium,-2250
CN-0000942,CSAT,CN-0000942 - Equipment Design - Phone,20,Phone,FALSE,Equipment Design,New,FALSE,Medium,6000
CN-0000943,CSAT,CN-0000943 - Performance - Phone,28,Phone,FALSE,Performance,Closed,FALSE,High,18000
CN-0000944,CSAT,CN-0000944 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Medium,-1800
CN-0000945,CSAT,CN-0000945 - Breakdown - Email,10,Email,TRUE,Breakdown,New,TRUE,Low,-7500
CN-0000946,CSAT,CN-0000946 - Installation - Phone,35,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000947,CSAT,CN-0000947 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000948,CSAT,CN-0000948 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-600
CN-0000949,CSAT,CN-0000949 - Installation - Chat,36,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0000950,CSAT,CN-0000950 - Installation - Phone,17,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000951,CSAT,CN-0000951 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000952,CSAT,CN-0000952 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000953,CSAT,CN-0000953 - Installation - Email,22,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0000954,CSAT,CN-0000954 - Equipment Design - Chat,13,Chat,TRUE,Equipment Design,Closed,TRUE,High,-30375
CN-0000955,CSAT,CN-0000955 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0000956,CSAT,CN-0000956 - Installation - Email,18,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0000957,CSAT,CN-0000957 - Installation - Phone,47,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000958,CSAT,CN-0000958 - Installation - Chat,31,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000959,CSAT,CN-0000959 - Equipment Complexity - Phone,60,Phone,FALSE,Equipment Complexity,Escalated,FALSE,High,9000
CN-0000960,CSAT,CN-0000960 - Installation - Email,24,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0000961,CSAT,CN-0000961 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000962,CSAT,CN-0000962 - Installation - Phone,29,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0000963,CSAT,CN-0000963 - Installation - Chat,29,Chat,TRUE,Installation,Working,TRUE,High,-3375
CN-0000964,CSAT,CN-0000964 - Installation - Chat,35,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0000965,CSAT,CN-0000965 - Installation - Chat,33,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0000966,CSAT,CN-0000966 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000967,CSAT,CN-0000967 - Equipment Design - Phone,55,Phone,FALSE,Equipment Design,Working,FALSE,High,2700
CN-0000968,CSAT,CN-0000968 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0000969,CSAT,CN-0000969 - Installation - Email,24,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0000970,CSAT,CN-0000970 - Equipment Complexity - Chat,6,Chat,TRUE,Equipment Complexity,New,TRUE,Low,-5400
CN-0000971,CSAT,CN-0000971 - Equipment Complexity - Phone,67,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-1350
CN-0000972,CSAT,CN-0000972 - Installation - Phone,49,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0000973,CSAT,CN-0000973 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000974,CSAT,CN-0000974 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Medium,-1200
CN-0000975,CSAT,CN-0000975 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,Working,TRUE,Low,-1800
CN-0000976,CSAT,CN-0000976 - Installation - Email,27,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0000977,CSAT,CN-0000977 - Installation - Phone,18,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0000978,CSAT,CN-0000978 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0000979,CSAT,CN-0000979 - Equipment Complexity - Phone,2,Phone,TRUE,Equipment Complexity,New,TRUE,Medium,-3600
CN-0000980,CSAT,CN-0000980 - Equipment Complexity - Phone,22,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,1000
CN-0000981,CSAT,CN-0000981 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000982,CSAT,CN-0000982 - Equipment Complexity - Phone,27,Phone,FALSE,Equipment Complexity,Closed,FALSE,High,9000
CN-0000983,CSAT,CN-0000983 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000984,CSAT,CN-0000984 - Installation - Chat,25,Chat,TRUE,Installation,Working,TRUE,High,-3375
CN-0000985,CSAT,CN-0000985 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000986,CSAT,CN-0000986 - Equipment Complexity - Phone,76,Phone,FALSE,Equipment Complexity,Working,FALSE,High,1200
CN-0000987,CSAT,CN-0000987 - Installation - Phone,29,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000988,CSAT,CN-0000988 - Installation - Phone,20,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0000989,CSAT,CN-0000989 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000990,CSAT,CN-0000990 - Equipment Complexity - Chat,43,Chat,FALSE,Equipment Complexity,Working,FALSE,High,7200
CN-0000991,CSAT,CN-0000991 - Equipment Complexity - Phone,27,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0000992,CSAT,CN-0000992 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000993,CSAT,CN-0000993 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000994,CSAT,CN-0000994 - Equipment Complexity - Chat,16,Chat,FALSE,Equipment Complexity,New,FALSE,Low,6000
CN-0000995,CSAT,CN-0000995 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0000996,CSAT,CN-0000996 - Installation - Email,21,Email,TRUE,Installation,Working,TRUE,Low,-750
CN-0000997,CSAT,CN-0000997 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0000998,CSAT,CN-0000998 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0000999,CSAT,CN-0000999 - Installation - Phone,19,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001000,CSAT,CN-0001000 - Installation - Chat,41,Chat,TRUE,Installation,Working,TRUE,Medium,-1800
CN-0001001,CSAT,CN-0001001 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001002,CSAT,CN-0001002 - Installation - Chat,36,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001003,CSAT,CN-0001003 - Installation - Email,19,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0001004,CSAT,CN-0001004 - Equipment Complexity - Phone,63,Phone,FALSE,Equipment Complexity,Working,FALSE,High,1800
CN-0001005,CSAT,CN-0001005 - Equipment Complexity - Chat,18,Chat,TRUE,Equipment Complexity,Working,TRUE,Low,-2250
CN-0001006,CSAT,CN-0001006 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001007,CSAT,CN-0001007 - Equipment Complexity - Phone,1,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2400
CN-0001008,CSAT,CN-0001008 - Installation - Chat,36,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001009,CSAT,CN-0001009 - Equipment Complexity - Phone,29,Phone,FALSE,Equipment Complexity,Working,FALSE,Medium,2000
CN-0001010,CSAT,CN-0001010 - Installation - Phone,12,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001011,CSAT,CN-0001011 - Equipment Complexity - Email,30,Email,TRUE,Equipment Complexity,Working,TRUE,Low,-1200
CN-0001012,CSAT,CN-0001012 - Equipment Complexity - Chat,35,Chat,FALSE,Equipment Complexity,Working,FALSE,High,7200
CN-0001013,CSAT,CN-0001013 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001014,CSAT,CN-0001014 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001015,CSAT,CN-0001015 - Installation - Phone,17,Phone,FALSE,Installation,New,FALSE,Low,1000
CN-0001016,CSAT,CN-0001016 - Installation - Phone,22,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001017,CSAT,CN-0001017 - Equipment Design - Email,30,Email,FALSE,Equipment Design,Working,FALSE,Low,2400
CN-0001018,CSAT,CN-0001018 - Installation - Phone,42,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001019,CSAT,CN-0001019 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001020,CSAT,CN-0001020 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001021,CSAT,CN-0001021 - Installation - Chat,53,Chat,TRUE,Installation,Working,TRUE,High,-2025
CN-0001022,CSAT,CN-0001022 - Installation - Phone,30,Phone,FALSE,Installation,Escalated,FALSE,Low,2000
CN-0001023,CSAT,CN-0001023 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,Working,TRUE,Low,-1800
CN-0001024,CSAT,CN-0001024 - Installation - Phone,43,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001025,CSAT,CN-0001025 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001026,CSAT,CN-0001026 - Installation - Chat,27,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0001027,CSAT,CN-0001027 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001028,CSAT,CN-0001028 - Installation - Phone,23,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001029,CSAT,CN-0001029 - Equipment Complexity - Phone,40,Phone,TRUE,Equipment Complexity,Warning,TRUE,Low,-4200
CN-0001030,CSAT,CN-0001030 - Feedback - Phone,10,Phone,FALSE,Feedback,Closed,FALSE,Low,9000
CN-0001031,CSAT,CN-0001031 - Installation - Phone,33,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0001032,CSAT,CN-0001032 - Equipment Complexity - Chat,61,Chat,TRUE,Equipment Complexity,Waiting on Customer,TRUE,High,-16200
CN-0001033,CSAT,CN-0001033 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001034,CSAT,CN-0001034 - Installation - Phone,42,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001035,CSAT,CN-0001035 - Performance - Phone,31,Phone,TRUE,Performance,Working,TRUE,Low,-1200
CN-0001036,CSAT,CN-0001036 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001037,CSAT,CN-0001037 - Installation - Phone,22,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001038,CSAT,CN-0001038 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001039,CSAT,CN-0001039 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,New,TRUE,Medium,-2400
CN-0001040,CSAT,CN-0001040 - Installation - Chat,23,Chat,FALSE,Installation,New,FALSE,High,9000
CN-0001041,CSAT,CN-0001041 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001042,CSAT,CN-0001042 - Installation - Phone,36,Phone,FALSE,Installation,Closed,FALSE,Low,1200
CN-0001043,CSAT,CN-0001043 - Breakdown - Phone,13,Phone,TRUE,Breakdown,Closed,TRUE,Low,-5625
CN-0001044,CSAT,CN-0001044 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001045,CSAT,CN-0001045 - Installation - Phone,29,Phone,FALSE,Installation,Working,FALSE,High,1500
CN-0001046,CSAT,CN-0001046 - Installation - Phone,23,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001047,CSAT,CN-0001047 - Installation - Phone,42,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001048,CSAT,CN-0001048 - Installation - Phone,26,Phone,FALSE,Installation,Closed,FALSE,Low,1500
CN-0001049,CSAT,CN-0001049 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001050,CSAT,CN-0001050 - Equipment Complexity - Chat,7,Chat,TRUE,Equipment Complexity,New,TRUE,Low,-5400
CN-0001051,CSAT,CN-0001051 - Installation - Phone,26,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001052,CSAT,CN-0001052 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001053,CSAT,CN-0001053 - Installation - Phone,41,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001054,CSAT,CN-0001054 - Equipment Complexity - Phone,26,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2000
CN-0001055,CSAT,CN-0001055 - Installation - Chat,48,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001056,CSAT,CN-0001056 - Equipment Design - Phone,18,Phone,TRUE,Equipment Design,Closed,TRUE,Low,-3375
CN-0001057,CSAT,CN-0001057 - Installation - Chat,30,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001058,CSAT,CN-0001058 - Installation - Phone,22,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001059,CSAT,CN-0001059 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001060,CSAT,CN-0001060 - Installation - Chat,27,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0001061,CSAT,CN-0001061 - Equipment Complexity - Phone,23,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-750
CN-0001062,CSAT,CN-0001062 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001063,CSAT,CN-0001063 - Equipment Complexity - Phone,40,Phone,TRUE,Equipment Complexity,Attention,TRUE,Low,-3600
CN-0001064,CSAT,CN-0001064 - Installation - Phone,15,Phone,FALSE,Installation,Closed,FALSE,Medium,3000
CN-0001065,CSAT,CN-0001065 - Installation - Phone,20,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001066,CSAT,CN-0001066 - Equipment Complexity - Chat,54,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-4050
CN-0001067,CSAT,CN-0001067 - Installation - Phone,36,Phone,FALSE,Installation,Waiting on Customer,FALSE,Medium,3200
CN-0001068,CSAT,CN-0001068 - Installation - Chat,64,Chat,FALSE,Installation,Closed,FALSE,High,8100
CN-0001069,CSAT,CN-0001069 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001070,CSAT,CN-0001070 - Equipment Complexity - Chat,37,Chat,TRUE,Equipment Complexity,New,TRUE,High,-10800
CN-0001071,CSAT,CN-0001071 - Equipment Complexity - Phone,18,Phone,FALSE,Equipment Complexity,Working,FALSE,High,3000
CN-0001072,CSAT,CN-0001072 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001073,CSAT,CN-0001073 - Equipment Complexity - Chat,27,Chat,FALSE,Equipment Complexity,New,FALSE,High,18000
CN-0001074,CSAT,CN-0001074 - Installation - Phone,40,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001075,CSAT,CN-0001075 - Installation - Phone,21,Phone,FALSE,Installation,New,FALSE,Medium,2000
CN-0001076,CSAT,CN-0001076 - Equipment Design - Phone,17,Phone,TRUE,Equipment Design,Working,TRUE,Low,-1125
CN-0001077,CSAT,CN-0001077 - Other - Phone,30,Phone,FALSE,Other,Closed,FALSE,Low,10800
CN-0001078,CSAT,CN-0001078 - Installation - Phone,40,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001079,CSAT,CN-0001079 - Equipment Complexity - Phone,34,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1200
CN-0001080,CSAT,CN-0001080 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001081,CSAT,CN-0001081 - Equipment Complexity - Phone,12,Phone,TRUE,Equipment Complexity,New,TRUE,Low,-1500
CN-0001082,CSAT,CN-0001082 - Installation - Email,61,Email,TRUE,Installation,Working,TRUE,Medium,-900
CN-0001083,CSAT,CN-0001083 - Installation - Phone,8,Phone,TRUE,Installation,Closed,TRUE,Medium,-2700
CN-0001084,CSAT,CN-0001084 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001085,CSAT,CN-0001085 - Installation - Chat,6,Chat,TRUE,Installation,Closed,TRUE,High,-12150
CN-0001086,CSAT,CN-0001086 - Installation - Phone,18,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001087,CSAT,CN-0001087 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001088,CSAT,CN-0001088 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Low,400
CN-0001089,CSAT,CN-0001089 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001090,CSAT,CN-0001090 - Installation - Phone,0,Phone,TRUE,Installation,Closed,TRUE,Low,-225
CN-0001091,CSAT,CN-0001091 - Equipment Complexity - Chat,47,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-5400
CN-0001092,CSAT,CN-0001092 - Equipment Complexity - Phone,8,Phone,FALSE,Equipment Complexity,New,FALSE,Medium,4800
CN-0001093,CSAT,CN-0001093 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001094,CSAT,CN-0001094 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001095,CSAT,CN-0001095 - Installation - Email,35,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001096,CSAT,CN-0001096 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001097,CSAT,CN-0001097 - Installation - Chat,33,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001098,CSAT,CN-0001098 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001099,CSAT,CN-0001099 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001100,CSAT,CN-0001100 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001101,CSAT,CN-0001101 - Installation - Phone,17,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001102,CSAT,CN-0001102 - Equipment Complexity - Phone,60,Phone,FALSE,Equipment Complexity,Working,FALSE,Medium,1200
CN-0001103,CSAT,CN-0001103 - Breakdown - Phone,38,Phone,FALSE,Breakdown,Closed,FALSE,Low,6000
CN-0001104,CSAT,CN-0001104 - Installation - Phone,42,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001105,CSAT,CN-0001105 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001106,CSAT,CN-0001106 - Equipment Complexity - Phone,57,Phone,TRUE,Equipment Complexity,New,TRUE,High,-2700
CN-0001107,CSAT,CN-0001107 - Equipment Complexity - Chat,50,Chat,FALSE,Equipment Complexity,New,FALSE,High,10800
CN-0001108,CSAT,CN-0001108 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001109,CSAT,CN-0001109 - Equipment Complexity - Chat,30,Chat,FALSE,Equipment Complexity,Working,FALSE,Medium,4800
CN-0001110,CSAT,CN-0001110 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001111,CSAT,CN-0001111 - Installation - Phone,22,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001112,CSAT,CN-0001112 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001113,CSAT,CN-0001113 - Installation - Chat,53,Chat,FALSE,Installation,Working,FALSE,High,2700
CN-0001114,CSAT,CN-0001114 - Installation - Chat,30,Chat,FALSE,Installation,Closed,FALSE,Low,3600
CN-0001115,CSAT,CN-0001115 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001116,CSAT,CN-0001116 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001117,CSAT,CN-0001117 - Installation - Phone,41,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001118,CSAT,CN-0001118 - Installation - Phone,36,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001119,CSAT,CN-0001119 - Installation - Phone,14,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001120,CSAT,CN-0001120 - Installation - Phone,21,Phone,FALSE,Installation,Working,FALSE,High,1500
CN-0001121,CSAT,CN-0001121 - Equipment Complexity - Phone,21,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-750
CN-0001122,CSAT,CN-0001122 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001123,CSAT,CN-0001123 - Equipment Complexity - Chat,39,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-5400
CN-0001124,CSAT,CN-0001124 - Installation - Phone,20,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001125,CSAT,CN-0001125 - Equipment Complexity - Chat,64,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-4050
CN-0001126,CSAT,CN-0001126 - Installation - Chat,20,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0001127,CSAT,CN-0001127 - Equipment Complexity - Phone,18,Phone,FALSE,Equipment Complexity,New,FALSE,Medium,4000
CN-0001128,CSAT,CN-0001128 - Equipment Complexity - Chat,48,Chat,FALSE,Equipment Complexity,Working,FALSE,High,7200
CN-0001129,CSAT,CN-0001129 - Installation - Chat,55,Chat,FALSE,Installation,Working,FALSE,High,2700
CN-0001130,CSAT,CN-0001130 - Installation - Phone,45,Phone,FALSE,Installation,Closed,FALSE,Medium,2400
CN-0001131,CSAT,CN-0001131 - Equipment Complexity - Chat,45,Chat,TRUE,Equipment Complexity,New,TRUE,High,-10800
CN-0001132,CSAT,CN-0001132 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001133,CSAT,CN-0001133 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,Closed,TRUE,Low,-1800
CN-0001134,CSAT,CN-0001134 - Equipment Complexity - Phone,41,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-1800
CN-0001135,CSAT,CN-0001135 - Installation - Phone,22,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001136,CSAT,CN-0001136 - Equipment Complexity - Phone,42,Phone,TRUE,Equipment Complexity,New,TRUE,Medium,-2400
CN-0001137,CSAT,CN-0001137 - Equipment Complexity - Phone,29,Phone,FALSE,Equipment Complexity,Working,FALSE,Medium,2000
CN-0001138,CSAT,CN-0001138 - Equipment Complexity - Chat,30,Chat,FALSE,Equipment Complexity,Working,FALSE,Low,2400
CN-0001139,CSAT,CN-0001139 - Equipment Complexity - Phone,1,Phone,FALSE,Equipment Complexity,Closed,FALSE,Medium,7200
CN-0001140,CSAT,CN-0001140 - Installation - Phone,20,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001141,CSAT,CN-0001141 - Equipment Complexity - Chat,27,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-6750
CN-0001142,CSAT,CN-0001142 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001143,CSAT,CN-0001143 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001144,CSAT,CN-0001144 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001145,CSAT,CN-0001145 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001146,CSAT,CN-0001146 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001147,CSAT,CN-0001147 - Installation - Phone,19,Phone,FALSE,Installation,Working,FALSE,Medium,1000
CN-0001148,CSAT,CN-0001148 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001149,CSAT,CN-0001149 - Equipment Complexity - Phone,37,Phone,TRUE,Equipment Complexity,Working,TRUE,Low,-600
CN-0001150,CSAT,CN-0001150 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001151,CSAT,CN-0001151 - Installation - Phone,29,Phone,FALSE,Installation,Closed,FALSE,Medium,3000
CN-0001152,CSAT,CN-0001152 - Equipment Complexity - Phone,1,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2400
CN-0001153,CSAT,CN-0001153 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Medium,-1800
CN-0001154,CSAT,CN-0001154 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001155,CSAT,CN-0001155 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001156,CSAT,CN-0001156 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001157,CSAT,CN-0001157 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Low,400
CN-0001158,CSAT,CN-0001158 - Installation - Phone,17,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001159,CSAT,CN-0001159 - Installation - Chat,46,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001160,CSAT,CN-0001160 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001161,CSAT,CN-0001161 - Equipment Complexity - Chat,26,Chat,FALSE,Equipment Complexity,Working,FALSE,High,9000
CN-0001162,CSAT,CN-0001162 - Equipment Complexity - Email,30,Email,FALSE,Equipment Complexity,Working,FALSE,Low,1600
CN-0001163,CSAT,CN-0001163 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001164,CSAT,CN-0001164 - Equipment Complexity - Phone,20,Phone,FALSE,Equipment Complexity,Working,FALSE,Medium,2000
CN-0001165,CSAT,CN-0001165 - Installation - Phone,28,Phone,TRUE,Installation,Working,TRUE,Medium,-750
